epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
18,481.509,1.32104,0.72503,5.1044,0.03855,0.38112,0.66144,0.67742,0.76999,0.4716,0.66144,0.67742,0.77289,0.64246,1.42821,0.73,3.13256,0.05743,0,0.00190356,0.00190356,0.00190356
19,505.704,1.22929,0.37634,4.25421,0.03504,0.26932,0.64031,0.83871,0.79957,0.45022,0.64031,0.83871,0.80675,0.64193,1.83633,0.89206,3.06544,0.07583,0,0.0018921,0.0018921,0.0018921
20,529.827,1.39873,0.53314,4.64896,0.04198,0.43724,0.65702,0.86525,0.81927,0.41422,0.65702,0.86525,0.81927,0.73155,1.94378,0.9307,2.9162,0.08303,0,0.00188003,0.00188003,0.00188003
21,553.428,1.21322,0.35022,3.77485,0.03492,0.31863,0.81817,0.72602,0.8735,0.65605,0.81817,0.72602,0.8735,0.77164,0.96148,0.50068,2.26093,0.03622,0,0.00186737,0.00186737,0.00186737
22,578.279,1.19718,0.58774,3.64183,0.03321,0.45125,1,0.6958,0.87539,0.64592,1,0.6958,0.87539,0.76145,0.96843,0.41197,2.03348,0.03673,0,0.00185411,0.00185411,0.00185411
23,602.539,1.14311,0.41646,3.28959,0.03144,0.37514,0.78162,0.83871,0.88744,0.56727,0.78162,0.83871,0.88744,0.80343,1.4651,0.49233,1.50352,0.06009,0,0.00184028,0.00184028,0.00184028
24,626.942,1.11744,0.47511,3.02676,0.02952,0.31321,0.85457,0.80645,0.85976,0.62612,0.85457,0.80645,0.86176,0.8409,1.09774,0.28286,1.31789,0.0444,0,0.00182588,0.00182588,0.00182588
25,651.723,1.04317,0.43354,2.74612,0.02803,0.35847,0.84215,0.90323,0.94203,0.65912,0.84215,0.90323,0.94203,0.74221,1.25159,0.32123,1.10014,0.04687,0,0.00181093,0.00181093,0.00181093
26,676.036,1.1274,0.45028,2.80514,0.03237,0.32588,0.76969,0.86265,0.89143,0.55911,0.76969,0.86265,0.89143,0.82215,1.48189,0.50552,1.04955,0.06207,0,0.00179542,0.00179542,0.00179542
27,700.203,1.07516,0.46064,2.62745,0.03244,0.50141,0.89868,0.80645,0.91797,0.69752,0.89868,0.80645,0.91797,0.82765,0.94264,0.60821,0.91735,0.03571,0,0.00177937,0.00177937,0.00177937
28,725.208,1.15067,0.48238,2.50104,0.03113,0.32483,0.89354,0.74194,0.91283,0.61087,0.89354,0.74194,0.91283,0.8433,1.27987,0.42834,0.89055,0.05381,0,0.0017628,0.0017628,0.0017628
29,749.315,1.28549,0.52781,2.3194,0.0369,0.3206,0.7481,0.86239,0.91057,0.51403,0.7481,0.86239,0.91057,0.83645,1.70387,0.38666,0.81887,0.07121,0,0.00174571,0.00174571,0.00174571
30,773.474,1.04441,0.3702,2.16293,0.02849,0.18135,0.96536,0.89902,0.96855,0.68686,0.96536,0.89902,0.96855,0.88414,1.24026,0.46886,0.69615,0.04627,0,0.00172812,0.00172812,0.00172812
31,798.115,1.04319,0.4044,2.08844,0.02994,0.28592,0.91252,0.87097,0.96016,0.6649,0.91252,0.87097,0.96016,0.85487,1.04811,0.28814,0.68858,0.04237,0,0.00171004,0.00171004,0.00171004
32,822.622,1.03218,0.34668,1.98663,0.02881,0.39822,0.93409,0.91451,0.98232,0.78262,0.93409,0.91451,0.98232,0.8753,0.78607,0.26855,0.57208,0.02903,0,0.00169147,0.00169147,0.00169147
33,847.242,0.98205,0.38432,1.74511,0.02712,0.27757,1,0.92374,0.9789,0.66313,1,0.92374,0.9789,0.91703,1.36851,0.34509,0.58819,0.05415,0,0.00167244,0.00167244,0.00167244
34,871.662,0.97207,0.34729,1.7195,0.02521,0.20206,0.77245,0.87618,0.94079,0.77348,0.77245,0.87618,0.94079,0.90035,0.83098,0.28477,0.6095,0.03196,0,0.00165295,0.00165295,0.00165295
35,896.382,0.98297,0.36793,1.81782,0.02782,0.34767,1,0.73528,0.90871,0.6054,1,0.73528,0.90871,0.81246,1.35239,0.34069,0.73084,0.05204,0,0.00163303,0.00163303,0.00163303
36,920.658,0.89586,0.30915,1.64025,0.02633,0.20803,0.92068,0.77419,0.9198,0.69352,0.92068,0.77419,0.9198,0.86018,1.07876,0.3091,0.65593,0.04054,0,0.00161267,0.00161267,0.00161267
37,944.712,0.96447,0.33904,1.53372,0.02739,0.38931,0.866,0.83406,0.92008,0.65704,0.866,0.83406,0.92008,0.84705,1.20561,0.24243,0.65082,0.04953,0,0.00159191,0.00159191,0.00159191
38,969.154,0.95751,0.37011,1.45031,0.02462,0.23313,0.92972,0.85378,0.94857,0.75725,0.92972,0.85378,0.94857,0.8836,0.87534,0.19346,0.52764,0.03272,0,0.00157074,0.00157074,0.00157074
39,993.74,1.02953,0.36045,1.55354,0.03016,0.30235,0.97868,0.74194,0.94434,0.6835,0.97868,0.74194,0.94434,0.88121,1.15704,0.23733,0.61994,0.04697,0,0.00154919,0.00154919,0.00154919
40,1017.65,0.93471,0.29485,1.34327,0.02712,0.31326,0.96206,0.81836,0.92236,0.75734,0.96206,0.81836,0.92695,0.84288,0.84028,0.43244,0.59272,0.03188,0,0.00152727,0.00152727,0.00152727
41,1041.96,0.88202,0.38947,1.25172,0.02321,0.31143,0.99959,0.80645,0.95131,0.69119,0.99959,0.80645,0.95131,0.85048,1.14825,0.28971,0.53096,0.04491,0,0.001505,0.001505,0.001505
42,1065.83,0.90351,0.34095,1.23631,0.02501,0.28839,0.87827,0.87097,0.95198,0.78291,0.87827,0.87097,0.95198,0.85817,0.80222,0.3666,0.53306,0.02965,0,0.00148239,0.00148239,0.00148239
43,1089.87,0.95854,0.44687,1.24088,0.02624,0.3452,0.86862,0.85334,0.94239,0.78804,0.86862,0.85334,0.94239,0.8773,0.72622,0.27643,0.61903,0.02832,0,0.00145945,0.00145945,0.00145945
44,1113.66,0.90246,0.28239,1.19688,0.02677,0.23952,1,0.79853,0.95296,0.69235,1,0.79853,0.95296,0.93941,1.07582,0.2079,0.60478,0.04178,0,0.00143621,0.00143621,0.00143621
45,1137.7,0.86241,0.33565,1.05943,0.0229,0.28997,0.87808,0.93548,0.96121,0.74588,0.87808,0.93548,0.96121,0.9405,0.9376,0.20558,0.52038,0.037,0,0.00141267,0.00141267,0.00141267
46,1162.09,0.87434,0.31217,0.99762,0.02398,0.18695,0.98997,0.93548,0.98566,0.84847,0.98997,0.93548,0.98566,0.9448,0.64485,0.21135,0.33019,0.02389,0,0.00138886,0.00138886,0.00138886
47,1186.78,0.83871,0.28662,0.98019,0.02222,0.26475,0.93582,0.83871,0.95986,0.72114,0.93582,0.83871,0.95986,0.94222,1.01279,0.19489,0.50986,0.04004,0,0.00136478,0.00136478,0.00136478
48,1210.53,0.78918,0.29434,0.97061,0.02044,0.14899,0.99294,0.87097,0.982,0.79738,0.99294,0.87097,0.982,0.95917,0.79254,0.18937,0.36652,0.02965,0,0.00134047,0.00134047,0.00134047
49,1234.48,0.8926,0.33128,0.94212,0.02481,0.25885,0.85024,0.91595,0.96623,0.80155,0.85024,0.91595,0.96623,0.93005,0.72358,0.22287,0.42906,0.0271,0,0.00131593,0.00131593,0.00131593
50,1258.55,0.86564,0.30475,0.90605,0.02388,0.15411,0.93877,0.98934,0.98523,0.79396,0.93877,0.98934,0.98523,0.93273,0.81661,0.37186,0.36543,0.03086,0,0.00129118,0.00129118,0.00129118
51,1282.49,0.83319,0.36165,0.91266,0.02227,0.24412,0.95988,0.96774,0.98125,0.76806,0.95988,0.96774,0.98125,0.95498,0.92986,0.28145,0.41174,0.03762,0,0.00126623,0.00126623,0.00126623
52,1307.15,0.81214,0.31537,0.84192,0.02047,0.23988,0.88503,0.99339,0.98129,0.83298,0.88503,0.99339,0.98129,0.94677,0.67214,0.17572,0.32753,0.0261,0,0.00124111,0.00124111,0.00124111
53,1331.57,0.8406,0.3384,0.79558,0.0221,0.29612,0.92713,0.93548,0.96793,0.67364,0.92713,0.93548,0.96793,0.9127,1.20769,0.1831,0.49713,0.0482,0,0.00121583,0.00121583,0.00121583
54,1355.16,0.87312,0.25638,0.85736,0.02469,0.17424,0.87409,0.89591,0.95603,0.82968,0.87409,0.89591,0.95603,0.92911,0.6134,0.19769,0.45285,0.02359,0,0.00119041,0.00119041,0.00119041
55,1379.21,0.73691,0.37918,0.7968,0.0209,0.24717,0.93859,0.98639,0.99136,0.7302,0.93859,0.98639,0.99136,0.97044,1.07961,0.17592,0.38088,0.04208,0,0.00116487,0.00116487,0.00116487
56,1403.8,0.68559,0.25731,0.71509,0.0179,0.153,0.96141,0.80371,0.94881,0.76325,0.96141,0.80371,0.94881,0.92074,0.83799,0.20142,0.50071,0.03187,0,0.00113922,0.00113922,0.00113922
57,1427.69,0.84568,0.35406,0.74233,0.02133,0.27138,0.96211,0.96774,0.98566,0.8051,0.96211,0.96774,0.98566,0.89191,0.75166,0.21771,0.32032,0.02915,0,0.00111348,0.00111348,0.00111348
58,1451.57,0.76734,0.30993,0.70006,0.0214,0.17769,0.90586,0.93129,0.97802,0.70688,0.90586,0.93129,0.97802,0.93548,1.10899,0.22872,0.41759,0.04323,0,0.00108767,0.00108767,0.00108767
59,1475.29,0.79671,0.24738,0.69378,0.02059,0.15056,0.99096,0.90323,0.97906,0.69255,0.99096,0.90323,0.97906,0.93908,1.14529,0.21127,0.41275,0.04573,0,0.00106181,0.00106181,0.00106181
60,1499.62,0.6758,0.24944,0.6732,0.01776,0.17631,0.90226,0.93548,0.97213,0.78432,0.90226,0.93548,0.97213,0.94902,0.84671,0.17947,0.38606,0.03436,0,0.00103592,0.00103592,0.00103592
61,1523.93,0.7338,0.33982,0.662,0.01862,0.199,0.89753,0.93548,0.96843,0.79492,0.89753,0.93548,0.96843,0.95071,0.81954,0.18301,0.42084,0.03155,0,0.00101,0.00101,0.00101
62,1547.94,0.66476,0.27863,0.63167,0.01812,0.14907,0.90895,0.96612,0.96918,0.81509,0.90895,0.96612,0.96918,0.92036,0.65015,0.18555,0.38984,0.02453,0,0.000984085,0.000984085,0.000984085
63,1572.55,0.75028,0.29109,0.71587,0.02314,0.20397,0.96137,0.96774,0.98406,0.77528,0.96137,0.96774,0.98406,0.93955,0.87648,0.19554,0.36134,0.03561,0,0.000958187,0.000958187,0.000958187
64,1596.55,0.70171,0.22973,0.62191,0.01836,0.2359,0.93731,0.96472,0.98679,0.77994,0.93731,0.96472,0.98679,0.9487,0.88975,0.19214,0.40759,0.03327,0,0.000932325,0.000932325,0.000932325
65,1620.76,0.68768,0.22784,0.60577,0.01902,0.12737,0.91175,0.99983,0.98614,0.82467,0.91175,0.99983,0.98614,0.9498,0.72653,0.20627,0.33343,0.02809,0,0.000906517,0.000906517,0.000906517
66,1644.07,0.66485,0.23201,0.62948,0.01675,0.32746,0.98449,0.90323,0.9863,0.85799,0.98449,0.90323,0.9863,0.94042,0.55062,0.22305,0.3023,0.02076,0,0.000880779,0.000880779,0.000880779
67,1668.42,0.63933,0.22415,0.55375,0.01642,0.14243,0.9379,0.97451,0.99136,0.80151,0.9379,0.97451,0.99136,0.94585,0.77868,0.21391,0.28209,0.03063,0,0.00085513,0.00085513,0.00085513
68,1692.46,0.6373,0.22851,0.57069,0.01713,0.13037,1,0.99899,0.995,0.84465,1,0.99899,0.995,0.94697,0.56554,0.20863,0.2333,0.0216,0,0.000829587,0.000829587,0.000829587
69,1716.94,0.66623,0.24921,0.6087,0.01678,0.14657,0.96396,1,0.99312,0.85313,0.96396,1,0.99312,0.94521,0.60441,0.20855,0.24531,0.02212,0,0.000804167,0.000804167,0.000804167
70,1741.05,0.68874,0.23656,0.5569,0.01812,0.27399,0.87943,0.94133,0.97976,0.83847,0.87943,0.94133,0.97976,0.94009,0.66903,0.1975,0.37889,0.02603,0,0.000778889,0.000778889,0.000778889
71,1765.03,0.57639,0.1846,0.52263,0.0155,0.17238,0.9473,1,0.98813,0.87576,0.9473,1,0.98813,0.94259,0.53545,0.2098,0.29722,0.02009,0,0.000753769,0.000753769,0.000753769
72,1789.86,0.63119,0.24362,0.52246,0.01594,0.11495,0.95765,0.93548,0.98351,0.81714,0.95765,0.93548,0.98351,0.94218,0.74068,0.20461,0.32317,0.02641,0,0.000728825,0.000728825,0.000728825
73,1813.98,0.59546,0.2438,0.48033,0.0146,0.10352,1,0.99981,0.995,0.89581,1,0.99981,0.995,0.95649,0.47047,0.21308,0.20554,0.01683,0,0.000704073,0.000704073,0.000704073
74,1838.49,0.56836,0.20315,0.47659,0.0144,0.12772,0.96861,0.99553,0.99312,0.87327,0.96861,0.99553,0.99312,0.95967,0.51722,0.24438,0.2126,0.01899,0,0.000679531,0.000679531,0.000679531
75,1862.49,0.59157,0.23028,0.53143,0.01554,0.12898,0.9674,0.95761,0.98719,0.89257,0.9674,0.95761,0.98719,0.94901,0.4586,0.25508,0.24556,0.01687,0,0.000655216,0.000655216,0.000655216
76,1886.74,0.55764,0.19288,0.48379,0.01434,0.11672,0.93108,1,0.98851,0.83735,0.93108,1,0.98851,0.94932,0.5986,0.24505,0.26582,0.02151,0,0.000631143,0.000631143,0.000631143
77,1910.86,0.57853,0.29729,0.49631,0.0129,0.16548,1,0.98992,0.995,0.86285,1,0.98992,0.995,0.95264,0.51717,0.23489,0.27201,0.01868,0,0.000607331,0.000607331,0.000607331
78,1934.72,0.54467,0.20058,0.44002,0.01483,0.14152,0.98935,1,0.995,0.8579,0.98935,1,0.995,0.95927,0.57056,0.17804,0.21696,0.02169,0,0.000583794,0.000583794,0.000583794
79,1958.69,0.55723,0.20375,0.47351,0.01535,0.0915,1,0.96033,0.99318,0.88543,1,0.96033,0.99318,0.95657,0.48702,0.15128,0.22166,0.01824,0,0.000560549,0.000560549,0.000560549
80,1982.57,0.55357,0.20156,0.42065,0.01369,0.11824,0.96386,1,0.995,0.89049,0.96386,1,0.995,0.97007,0.47401,0.12918,0.22037,0.01704,0,0.000537613,0.000537613,0.000537613
81,2007.05,0.54905,0.27071,0.42564,0.01366,0.16346,0.9968,1,0.995,0.8457,0.9968,1,0.995,0.97925,0.67429,0.12024,0.26164,0.0254,0,0.000515,0.000515,0.000515
82,2031.69,0.59361,0.28883,0.42944,0.01379,0.15529,0.88486,0.99176,0.98127,0.87977,0.88486,0.99176,0.98127,0.96842,0.48457,0.11978,0.29912,0.01772,0,0.000492726,0.000492726,0.000492726
83,2055.9,0.52121,0.18248,0.44216,0.01291,0.0924,0.96857,0.99412,0.99406,0.90502,0.96857,0.99412,0.99406,0.96986,0.50028,0.12078,0.22975,0.01923,0,0.000470807,0.000470807,0.000470807
84,2080.37,0.50162,0.21652,0.42244,0.01132,0.08972,0.96205,1,0.99406,0.89602,0.96205,1,0.99406,0.96239,0.47643,0.12332,0.21391,0.01775,0,0.000449258,0.000449258,0.000449258
85,2103.96,0.5392,0.19641,0.4194,0.01322,0.10254,0.96788,0.97218,0.99406,0.92968,0.96788,0.97218,0.99406,0.96597,0.38982,0.12997,0.21154,0.01443,0,0.000428093,0.000428093,0.000428093
86,2128.41,0.53885,0.22371,0.4555,0.01271,0.18508,1,0.99154,0.995,0.87606,1,0.99154,0.995,0.9725,0.62057,0.13629,0.21301,0.02271,0,0.000407326,0.000407326,0.000407326
87,2152.17,0.54054,0.18291,0.47064,0.0142,0.09981,0.99585,1,0.995,0.88222,0.99585,1,0.995,0.97164,0.56293,0.14673,0.17897,0.02095,0,0.000386973,0.000386973,0.000386973
88,2176.3,0.46538,0.1764,0.4257,0.01263,0.21265,0.99541,1,0.995,0.91524,0.99541,1,0.995,0.96799,0.42401,0.14801,0.15422,0.01566,0,0.000367046,0.000367046,0.000367046
89,2200.4,0.49565,0.19048,0.39484,0.01221,0.15248,0.96772,0.96695,0.9906,0.93887,0.96772,0.96695,0.9906,0.96689,0.41058,0.14403,0.20241,0.01516,0,0.000347561,0.000347561,0.000347561
90,2225.24,0.52684,0.22846,0.39696,0.01289,0.16173,1,0.92849,0.98917,0.89305,1,0.92849,0.98917,0.96379,0.45362,0.15115,0.22711,0.01629,0,0.000328529,0.000328529,0.000328529
91,2249.43,0.47809,0.17375,0.42348,0.01219,0.11705,1,0.96176,0.99014,0.88036,1,0.96176,0.99014,0.96763,0.52372,0.15005,0.24323,0.01892,0,0.000309964,0.000309964,0.000309964
92,2273.7,0.45642,0.19084,0.37094,0.01131,0.09989,1,0.96497,0.99157,0.90177,1,0.96497,0.99157,0.96632,0.481,0.14387,0.20207,0.01785,0,0.000291879,0.000291879,0.000291879
93,2297.58,0.44994,0.18545,0.36548,0.01166,0.0859,1,0.96379,0.98825,0.91828,1,0.96379,0.98825,0.96359,0.42336,0.1329,0.20402,0.0154,0,0.000274287,0.000274287,0.000274287
94,2321.68,0.48576,0.17955,0.42274,0.01207,0.26103,0.96666,0.96774,0.98754,0.91262,0.96666,0.96774,0.98754,0.96594,0.42607,0.12621,0.25043,0.01534,0,0.000257198,0.000257198,0.000257198
95,2345.71,0.47572,0.23781,0.39448,0.0119,0.11578,0.93444,0.96774,0.98696,0.88819,0.93444,0.96774,0.98696,0.96165,0.46958,0.1355,0.24115,0.01686,0,0.000240625,0.000240625,0.000240625
96,2369.66,0.47309,0.18177,0.38576,0.01232,0.19334,0.99088,0.96774,0.99406,0.8826,0.99088,0.96774,0.99406,0.96801,0.52559,0.12943,0.21476,0.01903,0,0.00022458,0.00022458,0.00022458
97,2393.86,0.43206,0.17943,0.33891,0.01028,0.07825,0.987,0.96774,0.99157,0.90222,0.987,0.96774,0.99157,0.96843,0.4352,0.12702,0.22621,0.0161,0,0.000209073,0.000209073,0.000209073
98,2417.83,0.40174,0.15764,0.36593,0.01018,0.07912,0.93513,0.96774,0.98657,0.91604,0.93513,0.96774,0.98657,0.95744,0.38882,0.12781,0.24951,0.01408,0,0.000194115,0.000194115,0.000194115
99,2442.38,0.43443,0.21807,0.39741,0.01055,0.10174,0.95904,0.96774,0.98987,0.93801,0.95904,0.96774,0.98987,0.96566,0.37552,0.13501,0.2098,0.01374,0,0.000179716,0.000179716,0.000179716
100,2466.69,0.43119,0.17558,0.38965,0.01136,0.18389,0.96734,0.95557,0.98851,0.91843,0.96734,0.95557,0.98851,0.96298,0.38883,0.13253,0.23038,0.01434,0,0.000165886,0.000165886,0.000165886
101,2490.62,0.4555,0.19264,0.40448,0.01257,0.19302,1,0.9993,0.995,0.90721,1,0.9993,0.995,0.9727,0.44296,0.12679,0.15879,0.01624,0,0.000152635,0.000152635,0.000152635
102,2514.64,0.43865,0.18263,0.34014,0.01113,0.11472,0.99842,1,0.995,0.91212,0.99842,1,0.995,0.96753,0.41809,0.1255,0.14509,0.01521,0,0.000139971,0.000139971,0.000139971
103,2538.34,0.42924,0.16371,0.37252,0.01035,0.08403,1,0.99794,0.995,0.93277,1,0.99794,0.995,0.96772,0.38038,0.12551,0.15848,0.01392,0,0.000127904,0.000127904,0.000127904
104,2561.99,0.43567,0.20536,0.35835,0.0103,0.10484,0.95824,1,0.99406,0.93347,0.95824,1,0.99406,0.96746,0.37174,0.12572,0.17863,0.01359,0,0.000116441,0.000116441,0.000116441
105,2586.33,0.4288,0.198,0.36506,0.01087,0.12266,0.97675,0.96774,0.99406,0.93898,0.97675,0.96774,0.99406,0.97014,0.35028,0.13189,0.18646,0.01287,0,0.00010559,0.00010559,0.00010559
106,2610.78,0.34629,0.10436,0.37279,0.01203,0.06557,1,0.999,0.995,0.92552,1,0.999,0.995,0.96773,0.36742,0.13176,0.15875,0.01366,0,9.53593e-05,9.53593e-05,9.53593e-05
107,2634.51,0.34811,0.1115,0.36588,0.01235,0.06929,0.9997,1,0.995,0.92168,0.9997,1,0.995,0.96822,0.39691,0.13379,0.15327,0.0148,0,8.57554e-05,8.57554e-05,8.57554e-05
108,2658.27,0.36516,0.11202,0.40632,0.0133,0.06105,0.99837,0.96774,0.99406,0.90952,0.99837,0.96774,0.99406,0.96715,0.43617,0.13499,0.19022,0.01621,0,7.67849e-05,7.67849e-05,7.67849e-05
109,2681.95,0.39021,0.10827,0.38906,0.01399,0.08337,1,0.9675,0.99318,0.9056,1,0.9675,0.99318,0.96902,0.42731,0.14236,0.18643,0.01597,0,6.8454e-05,6.8454e-05,6.8454e-05
110,2706.01,0.3699,0.13223,0.41883,0.01316,0.08098,0.99541,1,0.995,0.93226,0.99541,1,0.995,0.97029,0.38535,0.13553,0.16317,0.01424,0,6.07685e-05,6.07685e-05,6.07685e-05
111,2730.31,0.38527,0.1319,0.42499,0.01353,0.14607,0.96849,0.99171,0.99406,0.93128,0.96849,0.99171,0.99406,0.96849,0.36455,0.12813,0.17697,0.0134,0,5.37334e-05,5.37334e-05,5.37334e-05
112,2754.54,0.379,0.12713,0.38397,0.01345,0.07055,1,0.99666,0.995,0.93659,1,0.99666,0.995,0.96978,0.37182,0.13114,0.16625,0.01377,0,4.73538e-05,4.73538e-05,4.73538e-05
113,2778.56,0.32993,0.10721,0.35395,0.01155,0.08364,0.99719,0.96774,0.99318,0.93358,0.99719,0.96774,0.99318,0.96822,0.3601,0.13301,0.18321,0.01324,0,4.16339e-05,4.16339e-05,4.16339e-05
114,2802.57,0.3202,0.11161,0.36596,0.01107,0.06589,1,0.99756,0.995,0.93582,1,0.99756,0.995,0.96949,0.3597,0.13008,0.17124,0.01327,0,3.65776e-05,3.65776e-05,3.65776e-05
115,2826.55,0.34393,0.10707,0.36088,0.01171,0.10129,0.99745,0.96774,0.99318,0.93156,0.99745,0.96774,0.99318,0.96851,0.35862,0.13469,0.1871,0.0133,0,3.21885e-05,3.21885e-05,3.21885e-05
116,2850.16,0.35263,0.10471,0.36318,0.01263,0.0738,1,0.95952,0.99406,0.92989,1,0.95952,0.99406,0.97024,0.3645,0.13096,0.18336,0.01359,0,2.84696e-05,2.84696e-05,2.84696e-05
117,2874.3,0.36026,0.11073,0.38377,0.01243,0.06472,1,0.99736,0.995,0.93712,1,0.99736,0.995,0.96983,0.37393,0.13107,0.15316,0.01395,0,2.54233e-05,2.54233e-05,2.54233e-05
118,2898.29,0.33821,0.10929,0.3549,0.01177,0.06226,0.99931,0.96774,0.99406,0.92477,0.99931,0.96774,0.99406,0.96927,0.37825,0.13242,0.17955,0.01407,0,2.30518e-05,2.30518e-05,2.30518e-05
119,2922.06,0.29461,0.11748,0.34251,0.00984,0.05769,0.99816,0.96774,0.99318,0.92881,0.99816,0.96774,0.99318,0.96793,0.37629,0.13035,0.17349,0.01395,0,2.13568e-05,2.13568e-05,2.13568e-05
120,2945.95,0.33427,0.10579,0.33693,0.01157,0.05799,0.99704,0.96774,0.99406,0.92913,0.99704,0.96774,0.99406,0.9688,0.37821,0.12758,0.16252,0.01403,0,2.03392e-05,2.03392e-05,2.03392e-05
